1)   Gender,2)    Age,3)    Education Level,4)   Major,5)  administrative regions,"6)  How often do you use the Internet and Internet-related services? (E.g. Email, WhatsApp, News, YouTube",7) What are your Internet/ Digital devices skills level?,"8)   Of the following, which digital devices do you use regularly? Tick all that apply",9)  What type of connectivity services do you use in your daily activities? Tick all that apply,10)  For what purposes do you use the Internet? Tick all that apply,"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each   [I am concerned about identity theft (somebody stealing your personal data and impersonating you, e.g. tweeting under your name)]",20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am not concerned about accidentally encountering child pornography online],"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about receiving phishing emails (e.g. asking for money, personal information or bank account details]",20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about not being able to access online services (e.g. banking services) because of cyber attacks],20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [I am concerned about accidentally encountering material that promotes hatred or religious extremism],"20) Some of the most common cyber crimes are presented below. What is your opinion of each of the following statements? Select the appropriate response for each:   [Online extortion (a demand for money to avert or stop extortion, or to avert scandal)]","Other, please specify","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [The government]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [The media]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [Those offering online/Internet-based services (e.g. banks, online retailers, telecommunication companies, etc.)]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [User itself]","22) Considering each of the following parties, please rate the extent to which you believe they are responsible for raising awareness of cyber crime:   [Education system]","Other, please specify.1","A. If Yes, When you had been a victim of cyber crime, did you report it?","If Yes, To whom did you report or contact?  (Please check all that apply)","If No, What was/were the reason/s? (Please check all that apply)","If Yes, To whom would you report or contact?  (Please check all that apply)","If No, What is/are the reason/s? (Please check all that apply)"
Male,18-29,"Undergraduate (Diploma, BSc)",Business Administration,Jazan,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Online services, Communication",Never,Never,Always,Always,Always,Always,,Neutral,Agree,Agree,Agree,Agree,,,,,"Saudi CERT, Police",
Male,40-49,"Undergraduate (Diploma, BSc)",Education,Eastern Province,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G), Broadband (wired)","Education, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,No,,"I did not know what the crime was , I feel it is waste of time",,I will fix the problem by myself
Male,30-39,High School,,Eastern Province,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Social networks, Online services, Entertainment, Communication",Always,Always,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,30-39,"Postgraduate (Masters, PhD)",Law,Eastern Province,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Never,Always,Sometimes,Always,Sometimes,,Agree,Agree,Agree,Agree,Agree,,No,,I fixed the problem by myself,,I do not know what the crime means
Female,18-29,"Undergraduate (Diploma, BSc)",Medicine or public health,Eastern Province,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Online services, Communication",Always,Do not know,Always,Always,Always,Sometimes,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Male,40-49,"Postgraduate (Masters, PhD)",Education,Eastern Province,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Public Wi-Fi (e.g. in coffee shop), Private Wi-Fi (e.g. in your home)","Professional reasons, Entertainment, Communication",Never,Never,Always,Sometimes,Always,Sometimes,,Agree,Agree,Agree,Agree,Agree,,,,,"Saudi eGovernment Portal , Saudi CERT, Police, Committee for the Promotion of Virtue and the Prevention of Vice",
Male,50+,"Undergraduate (Diploma, BSc)",Laboratory water quality,Eastern Province,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","   Desktop, Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Online services, Communication",Do not know,Do not know,Always,Always,Always,Always,,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,,,,,"Saudi eGovernment Portal , Saudi CERT",
Male,18-29,"Postgraduate (Masters, PhD)",Medicine or public health,Eastern Province,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","   Desktop, Laptop, Smartphone","Public Wi-Fi (e.g. in coffee shop), Mobile/cellular phone network (e.g. 3G/4G), Broadband (wired)","Professional reasons, Education, Social networks, Online services, Entertainment, Communication",Always,Sometimes,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,,,,,Dont know but will ask friends for advice,
Female,30-39,"Postgraduate (Masters, PhD)",Medicine or public health,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Never,Never,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,40-49,"Undergraduate (Diploma, BSc)",Education,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Public Wi-Fi (e.g. in coffee shop),Social networks,Do not know,Sometimes,Do not know,Do not know,Do not know,Do not know,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,,No,,I did not know what the crime was ,,I do not know what the crime means
Female,50+,"Undergraduate (Diploma, BSc)",Computer Science,Riyadh,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","Smartphone, Tablet","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)",Social networks,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,,,,"Saudi eGovernment Portal , Saudi CERT",
Male,30-39,"Undergraduate (Diploma, BSc)",Languages,Riyadh,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Private Wi-Fi (e.g. in your home),Social networks,Somtimes,Do not know,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,I will fix the problem by myself
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Social networks, Entertainment",Always,Sometimes,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,,No,,I fixed the problem by myself,,Not sure
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Entertainment, Communication",Always,Always,Always,Sometimes,Always,Sometimes,,Neutral,Neutral,Neutral,Neutral,Neutral,,No,,I did not know what the crime was ,,"I do not know who to write report about cyber crime,I think that there will no value of reporting"
Female,18-29,High School,Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Online services, Entertainment, Communication",Always,Do not know,Always,Do not know,Sometimes,Sometimes,,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,,,,,,"I do not know who to write report about cyber crime,I think that there will no value of reporting"
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone","Private Wi-Fi (e.g. in your home), Mobile/cellular phone network (e.g. 3G/4G)","Education, Social networks, Communication",Never,Never,Sometimes,Never,Never,Never,,Agree,Agree,Neutral,Neutral,Agree,,,,,"Saudi eGovernment Portal , Saudi CERT",
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","Laptop, Smartphone, Tablet",Private Wi-Fi (e.g. in your home),"Education, Social networks, Online services, Entertainment, Communication",Somtimes,Sometimes,Always,Always,Always,Always,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Once or twice a day ,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Private Wi-Fi (e.g. in your home),"Education, Social networks, Entertainment",Always,Always,Always,Always,Always,Always,,Agree,Agree,Agree,Agree,Agree,,No,,"I did not know how to describe or write reports about cyber crime , Not sure",,Not sure
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Mobile/cellular phone network (e.g. 3G/4G),"Education, Social networks, Online services, Entertainment, Communication",Always,Never,Always,Always,Always,Always,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Once or twice a day ,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Private Wi-Fi (e.g. in your home),"Education, Social networks, Online services, Entertainment, Communication",Somtimes,Sometimes,Never,Never,Sometimes,Sometimes,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,High School,Compute- Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Education,Always,Always,Always,Always,Always,Always,,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,,No,,I fixed the problem by myself,,Not sure
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Private Wi-Fi (e.g. in your home),"Social networks, Entertainment",Somtimes,Sometimes,Always,Always,Always,Always,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,,No,,I did not know what the crime was ,,I do not know who to write report about cyber crime
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)","     Laptop, Smartphone",Private Wi-Fi (e.g. in your home),"Education, Social networks, Online services, Communication",Always,Sometimes,Always,Never,Never,Never,,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Increae Awarness,No,,"I did not know what the crime was , Not sure",,"I do not know what the crime means , I do not know what the impact on me will be"
,,,,,,,,,Communication,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,"Saudi eGovernment Portal , Dont know but will ask friends for advice",
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,"Less frequently (once a week, once month)","Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Never,Never,Never,Sometimes,Sometimes,Sometimes,,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,,,,Dont know but will ask friends for advice,
Female,18-29,High School,,Riyadh,Once or twice a day ,"Expert (e.g. computer engineering, database administration, network engineering)",  Smartphone,Private Wi-Fi (e.g. in your home),"Education, Social networks, Communication",Never,Never,Always,Never,Never,Never,,Neutral,Neutral,Neutral,Neutral,Neutral,,,,,"Saudi eGovernment Portal , Police, Committee for the Promotion of Virtue and the Prevention of Vice",
Female,18-29,"Undergraduate (Diploma, BSc)",Math,Makkah,Frequently throughout the day,"Beginner/Basic (e.g. start computer and phone, go to specified web page. Use Word. Use social media)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Do not know,Always,Always,Always,Always,,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,, ,"I do not know what the crime means , I do not know who to write report about cyber crime"
Female,18-29,"Undergraduate (Diploma, BSc)",Computer Science,Makkah,Frequently throughout the day,"Intermediate (e.g. able to install and run special software, make modifications to the settings of the computer, have a good understanding of hardware and software)",  Smartphone,Mobile/cellular phone network (e.g. 3G/4G),Social networks,Always,Never,Always,Always,Sometimes,Sometimes,,Neutral,Agree,Agree,Agree,Neutral,,,,,Saudi eGovernment Portal ,
